model,set,lab,sample,response,result
gpt-4.1,test,lab01,130,"    if n < 0:
        return []
    seq = []
    for i in range(n+1):
        if i == 0:
            seq.append(1)
        elif i == 1:
            seq.append(3)
        elif i % 2 == 0:
            seq.append(1 + i // 2)
        else:
            seq.append(seq[i-1] + seq[i-2] + seq[i+1-2])  # seq[i+1-2] = seq[i-1]
    for i in range(n+1):
        if i % 2 == 1:
            seq[i] = seq[i-1] + seq[i-2] + seq[i+1] if i+1 <= n else seq[i-1] + seq[i-2]
    return seq","Traceback (most recent call last):
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmp62iqxbjm.py"", line 53, in <module>
    check(tri)
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmp62iqxbjm.py"", line 40, in check
    assert candidate(3) == [1, 3, 2.0, 8.0]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError
"
gpt-4.1,test,lab01,131,"    product = 1
    found_odd = False
    for digit in str(n):
        d = int(digit)
        if d % 2 == 1:
            product *= d
            found_odd = True
    return product if found_odd else 0",Pass
gpt-4.1,test,lab01,132,"    stack = []
    max_depth = 0
    for ch in string:
        if ch == '[':
            stack.append('[')
            max_depth = max(max_depth, len(stack))
        elif ch == ']':
            if stack:
                stack.pop()
    return max_depth > 1","Traceback (most recent call last):
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpdw8y1d1g.py"", line 47, in <module>
    check(is_nested)
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpdw8y1d1g.py"", line 30, in check
    assert candidate('[]]]]]]][[[[[]') == False
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError
"
gpt-4.1,test,lab01,133,"    import math
    return sum(int(math.ceil(x)) ** 2 for x in lst)",Pass
gpt-4.1,test,lab01,134,"    txt = txt.rstrip()
    if not txt or not txt[-1].isalpha():
        return False
    words = txt.split()
    return len(words) > 0 and words[-1][-1].isalpha() and len(words[-1]) == 1","Traceback (most recent call last):
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpof2qbie6.py"", line 39, in <module>
    check(check_if_last_char_is_a_letter)
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpof2qbie6.py"", line 31, in check
    assert candidate(""eeeee e "") == False
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError
"
gpt-4.1,test,lab01,135,"    for i in range(1, len(arr)):
        if arr[i] < arr[i-1]:
            idx = i
    return idx if 'idx' in locals() else -1",Pass
gpt-4.1,test,lab01,136,"    negatives = [x for x in lst if isinstance(x, int) and x < 0]
    positives = [x for x in lst if isinstance(x, int) and x > 0]
    a = max(negatives) if negatives else None
    b = min(positives) if positives else None
    return (a, b)
",Pass
gpt-4.1,test,lab01,137,"    def to_float(x):
        if isinstance(x, str):
            x = x.replace(',', '.')
        return float(x)

    val_a = to_float(a)
    val_b = to_float(b)
    if val_a == val_b:
        return None
    return a if val_a > val_b else b",Pass
gpt-4.1,test,lab01,138,"    if n < 8:
        return False
    return n % 2 == 0",Pass
gpt-4.1,test,lab01,139,"    from math import factorial
    result = 1
    for i in range(1, n + 1):
        result *= factorial(i)
    return result",Pass
gpt-4.1,test,lab01,140,"```python
    import re
    return re.sub(r' {3,}', '-', text.replace(' ', '_'))
```","Traceback (most recent call last):
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpypxmtto7.py"", line 28, in <module>
    check(fix_spaces)
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpypxmtto7.py"", line 24, in check
    assert candidate(""Exa   mple"") == ""Exa-mple"", ""This prints if this assert fails 4 (good for debugging!)""
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError: This prints if this assert fails 4 (good for debugging!)
"
gpt-4.1,test,lab01,141,"    if file_name.count('.') != 1:
        return 'No'
    name, ext = file_name.rsplit('.', 1)
    if not name or not name[0].isalpha():
        return 'No'
    if ext not in ['txt', 'exe', 'dll']:
        return 'No'
    digit_count = sum(1 for c in file_name if c.isdigit())
    if digit_count > 3:
        return 'No'
    return 'Yes'
",Pass
gpt-4.1,test,lab01,142,"    result = 0
    for i, num in enumerate(lst):
        if i % 3 == 0:
            result += num ** 2
        elif i % 4 == 0:
            result += num ** 3
        else:
            result += num
    return result",Pass
gpt-4.1,test,lab01,143,"    def is_prime(n):
        if n < 2:
            return False
        if n == 2:
            return True
        if n % 2 == 0:
            return False
        for i in range(3, int(n**0.5) + 1, 2):
            if n % i == 0:
                return False
        return True

    words = sentence.split()
    result = [word for word in words if is_prime(len(word))]
    return ' '.join(result)
",Pass
gpt-4.1,test,lab01,144,"    def parse(frac):
        num, den = map(int, frac.split('/'))
        return num, den

    x_num, x_den = parse(x)
    n_num, n_den = parse(n)

    result_num = x_num * n_num
    result_den = x_den * n_den

    return result_num % result_den == 0",Pass
gpt-4.1,test,lab01,145,"    def digit_sum(n):
        return sum(abs(int(d)) for d in str(abs(n)))
    return sorted(nums, key=lambda x: (digit_sum(x), nums.index(x)))","Traceback (most recent call last):
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpi1twp519.py"", line 31, in <module>
    check(order_by_points)
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpi1twp519.py"", line 20, in check
    assert candidate([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError
"
gpt-4.1,test,lab01,146,"    def is_odd_digit(d):
        return d in {'1', '3', '5', '7', '9'}
    
    count = 0
    for n in nums:
        if n > 10:
            s = str(n)
            first = s[0]
            last = s[-1]
            if is_odd_digit(first) and is_odd_digit(last):
                count += 1
    return count",Pass
gpt-4.1,test,lab01,147,"```python
    # Step 1: Compute the counts of values modulo 3 in array a
    cnt = [0, 0, 0]  # cnt[rem]: number of elements with a[i]%3==rem
    for i in range(1, n + 1):
        val = i * i - i + 1
        cnt[val % 3] += 1

    # Step 2: Count the number of valid triples
    res = 0
    # All 3 have remainder 0
    if cnt[0] >= 3:
        res += cnt[0] * (cnt[0] - 1) * (cnt[0] - 2) // 6
    # All 3 have remainder 1
    if cnt[1] >= 3:
        res += cnt[1] * (cnt[1] - 1) * (cnt[1] - 2) // 6
    # All 3 have remainder 2
    if cnt[2] >= 3:
        res += cnt[2] * (cnt[2] - 1) * (cnt[2] - 2) // 6
    # One of each remainder: (0,1,2)
    res += cnt[0] * cnt[1] * cnt[2]
    return res
```",Pass
gpt-4.1,test,lab01,148,"    planets = [""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune""]
    if planet1 not in planets or planet2 not in planets:
        return ()
    idx1 = planets.index(planet1)
    idx2 = planets.index(planet2)
    lower, upper = min(idx1, idx2), max(idx1, idx2)
    # Get the planets strictly between the two indices
    between = planets[lower+1:upper]
    return tuple(between)",Pass
gpt-4.1,test,lab01,149,"    even_len = [s for s in lst if len(s) % 2 == 0]
    return sorted(even_len, key=lambda x: (len(x), x))",Pass
gpt-4.1,test,lab01,150,"    def is_prime(num):
        if num < 2:
            return False
        for i in range(2, int(num**0.5) + 1):
            if num % i == 0:
                return False
        return True

    return x if is_prime(n) else y
",Pass
gpt-4.1,test,lab01,151,"    return sum(x ** 2 for x in lst if isinstance(x, int) and x >= 0 and x % 2 == 1)",Pass
gpt-4.1,test,lab01,152,"    return [0 if g == s else abs(g - s) for g, s in zip(game, guess)]",Pass
gpt-4.1,test,lab01,153,"    max_strength = None
    strongest_ext = """"
    for ext in extensions:
        cap = sum(1 for c in ext if c.isupper())
        sm = sum(1 for c in ext if c.islower())
        strength = cap - sm
        if max_strength is None or strength > max_strength:
            max_strength = strength
            strongest_ext = ext
    return f""{class_name}.{strongest_ext}""",Pass
gpt-4.1,test,lab01,154,"    if not b:
        return True
    bb = b + b
    for i in range(len(b)):
        rot = bb[i:i+len(b)]
        if rot in a:
            return True
    return False",Pass
gpt-4.1,test,lab01,155,"    num = abs(num)
    evens = odds = 0
    for digit in str(num):
        if int(digit) % 2 == 0:
            evens += 1
        else:
            odds += 1
    return (evens, odds)
",Pass
gpt-4.1,test,lab01,156,"    val = [
        1000, 900, 500, 400,
        100, 90, 50, 40,
        10, 9, 5, 4, 1
    ]
    syb = [
        ""M"", ""CM"", ""D"", ""CD"",
        ""C"", ""XC"", ""L"", ""XL"",
        ""X"", ""IX"", ""V"", ""IV"", ""I""
    ]
    roman = """"
    i = 0
    while number > 0:
        for _ in range(number // val[i]):
            roman += syb[i]
            number -= val[i]
        i += 1
    return roman.lower()
",Pass
gpt-4.1,test,lab01,157,"    sides = sorted([a, b, c])
    return sides[0] > 0 and sides[1] > 0 and abs(sides[0]**2 + sides[1]**2 - sides[2]**2) < 1e-9",Pass
gpt-4.1,test,lab01,158,"    if not words:
        return """"
    max_unique = -1
    candidates = []
    for word in words:
        uniq_count = len(set(word))
        if uniq_count > max_unique:
            max_unique = uniq_count
            candidates = [word]
        elif uniq_count == max_unique:
            candidates.append(word)
    return min(candidates) if candidates else """"",Pass
gpt-4.1,test,lab01,159,"    if remaining >= need:
        return [number + need, remaining - need]
    else:
        return [number + remaining, 0]",Pass
gpt-4.1,test,lab01,160,"    expr = str(operand[0])
    for op, num in zip(operator, operand[1:]):
        expr += f' {op} {num}'
    return eval(expr)
",Pass
gpt-4.1,test,lab01,161,"    has_letter = any(c.isalpha() for c in s)
    if has_letter:
        return ''.join(c.swapcase() if c.isalpha() else c for c in s)
    else:
        return s[::-1]
",Pass
gpt-4.1,test,lab01,162,"    if text == '':
        return None
    import hashlib
    return hashlib.md5(text.encode('utf-8')).hexdigest()
",Pass
gpt-4.1,test,lab01,163,"    lower = min(a, b)
    upper = max(a, b)
    # Even one-digit numbers between 2 and 8 inclusive are [2,4,6,8]
    digits = [2, 4, 6, 8]
    result = [d for d in digits if lower <= d <= upper]
    return result
",Pass
gpt-4.1,test,lab02,0,"    nums = sorted(numbers)
    for i in range(len(nums) - 1):
        if abs(nums[i] - nums[i + 1]) < threshold:
            return True
    return False
",Pass
gpt-4.1,test,lab02,1,"    paren_string = paren_string.replace(' ', '')
    groups = []
    balance = 0
    current = []
    for c in paren_string:
        current.append(c)
        if c == '(':
            balance += 1
        elif c == ')':
            balance -= 1
        if balance == 0 and current:
            groups.append(''.join(current))
            current = []
    return groups
",Pass
gpt-4.1,test,lab02,2,    return number - int(number),Pass
gpt-4.1,test,lab02,3,"    balance = 0
    for op in operations:
        balance += op
        if balance < 0:
            return True
    return False
",Pass
gpt-4.1,test,lab02,4,"    if not numbers:
        return 0.0
    mean = sum(numbers) / len(numbers)
    abs_diffs = [abs(x - mean) for x in numbers]
    return sum(abs_diffs) / len(numbers)
",Pass
gpt-4.1,test,lab02,5,"    if not numbers:
        return []
    result = []
    for i, num in enumerate(numbers):
        result.append(num)
        if i != len(numbers) - 1:
            result.append(delimeter)
    return result
",Pass
gpt-4.1,test,lab02,6,"    groups = paren_string.strip().split()
    result = []
    for group in groups:
        max_depth = 0
        current_depth = 0
        for ch in group:
            if ch == '(':
                current_depth += 1
                if current_depth > max_depth:
                    max_depth = current_depth
            elif ch == ')':
                current_depth -= 1
        result.append(max_depth)
    return result
",Pass
gpt-4.1,test,lab02,7,"    return [s for s in strings if substring in s]
",Pass
gpt-4.1,test,lab02,8,"    total_sum = sum(numbers)
    product = 1
    for n in numbers:
        product *= n
    return total_sum, product
",Pass
gpt-4.1,test,lab02,9,"    if not numbers:
        return []
    result = []
    current_max = float('-inf')
    for num in numbers:
        current_max = max(current_max, num)
        result.append(current_max)
    return result
",Pass
gpt-4.1,test,lab02,10,"    n = len(string)
    for i in range(n):
        suffix = string[i:]
        if is_palindrome(suffix):
            return string + string[:i][::-1]
    return string  # for empty string
",Pass
gpt-4.1,test,lab02,11,"    return ''.join(str(int(x) ^ int(y)) for x, y in zip(a, b))
",Pass
gpt-4.1,test,lab02,12,"    if not strings:
        return None
    return max(strings, key=len)",Pass
gpt-4.1,test,lab02,13,"    while b:
        a, b = b, a % b
    return abs(a)",Pass
gpt-4.1,test,lab02,14,"    return [string[:i] for i in range(1, len(string) + 1)]
",Pass
gpt-4.1,test,lab02,15,"    return ' '.join(str(i) for i in range(n+1))
",Pass
gpt-4.1,test,lab02,16,    return len(set(string.lower())),Pass
gpt-4.1,test,lab02,17,"    tokens = music_string.split()
    beats = []
    for token in tokens:
        if token == 'o':
            beats.append(4)
        elif token == 'o|':
            beats.append(2)
        elif token == '.|':
            beats.append(1)
    return beats
",Pass
gpt-4.1,test,lab02,18,"    if not string or not substring:
        return 0
    count = 0
    idx = 0
    while idx <= len(string) - len(substring):
        if string[idx:idx+len(substring)] == substring:
            count += 1
        idx += 1
    return count
",Pass
gpt-4.1,test,lab02,19,"    word_to_num = {
        'zero': 0, 'one': 1, 'two': 2, 'three': 3, 'four': 4,
        'five': 5, 'six': 6, 'seven': 7, 'eight': 8, 'nine': 9
    }
    num_to_word = {v: k for k, v in word_to_num.items()}
    num_list = [word_to_num[word] for word in numbers.split()]
    num_list.sort()
    return ' '.join(num_to_word[num] for num in num_list)
",Pass
gpt-4.1,test,lab02,20,"    sorted_nums = sorted(numbers)
    min_diff = float('inf')
    pair = (sorted_nums[0], sorted_nums[1])
    for i in range(len(sorted_nums) - 1):
        diff = abs(sorted_nums[i + 1] - sorted_nums[i])
        if diff < min_diff:
            min_diff = diff
            pair = (sorted_nums[i], sorted_nums[i + 1])
    return pair",Pass
